filename,fold,target,category,esc10,src_file,take
1-100032-A-0.wav,1,0,dog,True,100032,A
1-100038-A-14.wav,1,14,chirping_birds,False,100038,A
1-100210-A-36.wav,1,36,vacuum_cleaner,False,100210,A
1-101296-A-19.wav,1,19,thunderstorm,False,101296,A
1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A
1-101404-A-34.wav,1,34,can_opening,False,101404,A
1-103298-A-9.wav,1,9,crow,False,103298,A
1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A
1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A
1-104089-A-22.wav,1,22,clapping,False,104089,A
1-105224-A-22.wav,1,22,clapping,False,105224,A
1-110389-A-0.wav,1,0,dog,True,110389,A
1-110537-A-22.wav,1,22,clapping,False,110537,A
1-115521-A-19.wav,1,19,thunderstorm,False,115521,A
1-115545-A-48.wav,1,48,fireworks,False,115545,A
1-115546-A-48.wav,1,48,fireworks,False,115546,A
1-115920-A-22.wav,1,22,clapping,False,115920,A
1-115921-A-22.wav,1,22,clapping,False,115921,A
1-116765-A-41.wav,1,41,chainsaw,True,116765,A
1-11687-A-47.wav,1,47,airplane,False,11687,A
1-118206-A-31.wav,1,31,mouse_click,False,118206,A
1-118559-A-17.wav,1,17,pouring_water,False,118559,A
1-119125-A-45.wav,1,45,train,False,119125,A
1-121951-A-8.wav,1,8,sheep,False,121951,A
1-12653-A-15.wav,1,15,water_drops,False,12653,A
1-12654-A-15.wav,1,15,water_drops,False,12654,A
1-13571-A-46.wav,1,46,church_bells,False,13571,A
1-13572-A-46.wav,1,46,church_bells,False,13572,A
1-13613-A-37.wav,1,37,clock_alarm,False,13613,A
1-137-A-32.wav,1,32,keyboard_typing,False,137,A
1-137296-A-16.wav,1,16,wind,False,137296,A
1-14262-A-37.wav,1,37,clock_alarm,False,14262,A
1-155858-A-25.wav,1,25,footsteps,False,155858,A
1-15689-A-4.wav,1,4,frog,False,15689,A
1-160563-A-48.wav,1,48,fireworks,False,160563,A
1-16568-A-3.wav,1,3,cow,False,16568,A
1-16746-A-15.wav,1,15,water_drops,False,16746,A
1-17092-A-27.wav,1,27,brushing_teeth,False,17092,A
1-17124-A-43.wav,1,43,car_horn,False,17124,A
1-17150-A-12.wav,1,12,crackling_fire,True,17150,A
1-172649-A-40.wav,1,40,helicopter,True,172649,A
1-17295-A-29.wav,1,29,drinking_sipping,False,17295,A
1-17367-A-10.wav,1,10,rain,True,17367,A
1-17565-A-12.wav,1,12,crackling_fire,True,17565,A
1-17585-A-7.wav,1,7,insects,False,17585,A
1-17742-A-12.wav,1,12,crackling_fire,True,17742,A
1-17808-A-12.wav,1,12,crackling_fire,True,17808,A
1-1791-A-26.wav,1,26,laughing,False,1791,A
1-17970-A-4.wav,1,4,frog,False,17970,A
1-18074-A-6.wav,1,6,hen,False,18074,A
1-181071-A-40.wav,1,40,helicopter,True,181071,A
1-18527-A-44.wav,1,44,engine,False,18527,A
1-18631-A-23.wav,1,23,breathing,False,18631,A
1-18655-A-31.wav,1,31,mouse_click,False,18655,A
1-187207-A-20.wav,1,20,crying_baby,True,187207,A
1-18755-A-4.wav,1,4,frog,False,18755,A
1-18757-A-4.wav,1,4,frog,False,18757,A
1-18810-A-49.wav,1,49,hand_saw,False,18810,A
1-19026-A-43.wav,1,43,car_horn,False,19026,A
1-19111-A-24.wav,1,24,coughing,False,19111,A
1-19118-A-24.wav,1,24,coughing,False,19118,A
1-19501-A-7.wav,1,7,insects,False,19501,A
1-196660-A-8.wav,1,8,sheep,False,196660,A
1-19840-A-36.wav,1,36,vacuum_cleaner,False,19840,A
1-19872-A-36.wav,1,36,vacuum_cleaner,False,19872,A
1-19898-A-41.wav,1,41,chainsaw,True,19898,A
1-20133-A-39.wav,1,39,glass_breaking,False,20133,A
1-202111-A-3.wav,1,3,cow,False,202111,A
1-20545-A-28.wav,1,28,snoring,False,20545,A
1-20736-A-18.wav,1,18,toilet_flush,False,20736,A
1-208757-A-2.wav,1,2,pig,False,208757,A
1-211527-A-20.wav,1,20,crying_baby,True,211527,A
1-21189-A-10.wav,1,10,rain,True,21189,A
1-21421-A-46.wav,1,46,church_bells,False,21421,A
1-21896-A-35.wav,1,35,washing_machine,False,21896,A
1-21934-A-38.wav,1,38,clock_tick,True,21934,A
1-21935-A-38.wav,1,38,clock_tick,True,21935,A
1-223162-A-25.wav,1,25,footsteps,False,223162,A
1-22694-A-20.wav,1,20,crying_baby,True,22694,A
1-22804-A-46.wav,1,46,church_bells,False,22804,A
1-22882-A-44.wav,1,44,engine,False,22882,A
1-23094-A-15.wav,1,15,water_drops,False,23094,A
1-23222-A-19.wav,1,19,thunderstorm,False,23222,A
1-23706-A-49.wav,1,49,hand_saw,False,23706,A
1-23996-A-35.wav,1,35,washing_machine,False,23996,A
1-24074-A-43.wav,1,43,car_horn,False,24074,A
1-24076-A-43.wav,1,43,car_horn,False,24076,A
1-24524-A-19.wav,1,19,thunderstorm,False,24524,A
1-24796-A-47.wav,1,47,airplane,False,24796,A
1-254507-A-43.wav,1,43,car_horn,False,254507,A
1-25777-A-48.wav,1,48,fireworks,False,25777,A
1-25781-A-48.wav,1,48,fireworks,False,25781,A
1-260640-A-2.wav,1,2,pig,False,260640,A
1-26143-A-21.wav,1,21,sneezing,True,26143,A
1-26176-A-43.wav,1,43,car_horn,False,26176,A
1-26177-A-43.wav,1,43,car_horn,False,26177,A
1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A
1-26222-A-10.wav,1,10,rain,True,26222,A
1-26806-A-1.wav,1,1,rooster,True,26806,A
1-27165-A-35.wav,1,35,washing_machine,False,27165,A
1-27166-A-35.wav,1,35,washing_machine,False,27166,A
1-27403-A-28.wav,1,28,snoring,False,27403,A
1-27405-A-28.wav,1,28,snoring,False,27405,A
1-27724-A-1.wav,1,1,rooster,True,27724,A
1-28005-A-18.wav,1,18,toilet_flush,False,28005,A
1-28135-A-11.wav,1,11,sea_waves,True,28135,A
1-28808-A-43.wav,1,43,car_horn,False,28808,A
1-29532-A-16.wav,1,16,wind,False,29532,A
1-29561-A-10.wav,1,10,rain,True,29561,A
1-29680-A-21.wav,1,21,sneezing,True,29680,A
1-30039-A-26.wav,1,26,laughing,False,30039,A
1-30043-A-26.wav,1,26,laughing,False,30043,A
1-30214-A-18.wav,1,18,toilet_flush,False,30214,A
1-30226-A-0.wav,1,0,dog,True,30226,A
1-30344-A-0.wav,1,0,dog,True,30344,A
1-30709-A-23.wav,1,23,breathing,False,30709,A
1-30830-A-24.wav,1,24,coughing,False,30830,A
1-31251-A-6.wav,1,6,hen,False,31251,A
1-31482-A-42.wav,1,42,siren,False,31482,A
1-31748-A-21.wav,1,21,sneezing,True,31748,A
1-31836-A-4.wav,1,4,frog,False,31836,A
1-32318-A-0.wav,1,0,dog,True,32318,A
1-32373-A-35.wav,1,35,washing_machine,False,32373,A
1-32579-A-29.wav,1,29,drinking_sipping,False,32579,A
1-33658-A-26.wav,1,26,laughing,False,33658,A
1-34094-A-5.wav,1,5,cat,False,34094,A
1-34119-A-1.wav,1,1,rooster,True,34119,A
1-34495-A-14.wav,1,14,chirping_birds,False,34495,A
1-34497-A-14.wav,1,14,chirping_birds,False,34497,A
1-34853-A-37.wav,1,37,clock_alarm,False,34853,A
1-35687-A-38.wav,1,38,clock_tick,True,35687,A
1-36164-A-26.wav,1,26,laughing,False,36164,A
1-36393-A-23.wav,1,23,breathing,False,36393,A
1-36397-A-23.wav,1,23,breathing,False,36397,A
1-36400-A-23.wav,1,23,breathing,False,36400,A
1-36402-A-23.wav,1,23,breathing,False,36402,A
1-36929-A-47.wav,1,47,airplane,False,36929,A
1-37226-A-29.wav,1,29,drinking_sipping,False,37226,A
1-38559-A-14.wav,1,14,chirping_birds,False,38559,A
1-38560-A-14.wav,1,14,chirping_birds,False,38560,A
1-39835-A-9.wav,1,9,crow,False,39835,A
1-39901-A-11.wav,1,11,sea_waves,True,39901,A
1-39923-A-1.wav,1,1,rooster,True,39923,A
1-39937-A-28.wav,1,28,snoring,False,39937,A
1-40154-A-46.wav,1,46,church_bells,False,40154,A
1-40621-A-28.wav,1,28,snoring,False,40621,A
1-40730-A-1.wav,1,1,rooster,True,40730,A
1-40967-A-28.wav,1,28,snoring,False,40967,A
1-41615-A-34.wav,1,34,can_opening,False,41615,A
1-4211-A-12.wav,1,12,crackling_fire,True,4211,A
1-42139-A-38.wav,1,38,clock_tick,True,42139,A
1-43382-A-1.wav,1,1,rooster,True,43382,A
1-43760-A-11.wav,1,11,sea_waves,True,43760,A
1-43764-A-34.wav,1,34,can_opening,False,43764,A
1-43807-A-47.wav,1,47,airplane,False,43807,A
1-43807-B-47.wav,1,47,airplane,False,43807,B
1-43807-C-47.wav,1,47,airplane,False,43807,C
1-43807-D-47.wav,1,47,airplane,False,43807,D
1-44831-A-1.wav,1,1,rooster,True,44831,A
1-45641-A-27.wav,1,27,brushing_teeth,False,45641,A
1-45645-A-31.wav,1,31,mouse_click,False,45645,A
1-46040-A-14.wav,1,14,chirping_birds,False,46040,A
1-46272-A-12.wav,1,12,crackling_fire,True,46272,A
1-46274-A-18.wav,1,18,toilet_flush,False,46274,A
1-46353-A-49.wav,1,49,hand_saw,False,46353,A
1-46744-A-36.wav,1,36,vacuum_cleaner,False,46744,A
1-46938-A-7.wav,1,7,insects,False,46938,A
1-47250-A-41.wav,1,41,chainsaw,True,47250,A
1-47273-A-21.wav,1,21,sneezing,True,47273,A
1-47274-A-21.wav,1,21,sneezing,True,47274,A
1-47709-A-16.wav,1,16,wind,False,47709,A
1-47714-A-16.wav,1,16,wind,False,47714,A
1-47819-A-5.wav,1,5,cat,False,47819,A
1-47923-A-28.wav,1,28,snoring,False,47923,A
1-48298-A-46.wav,1,46,church_bells,False,48298,A
1-48413-A-38.wav,1,38,clock_tick,True,48413,A
1-49098-A-35.wav,1,35,washing_machine,False,49098,A
1-49409-A-8.wav,1,8,sheep,False,49409,A
1-50060-A-10.wav,1,10,rain,True,50060,A
1-50454-A-44.wav,1,44,engine,False,50454,A
1-50455-A-44.wav,1,44,engine,False,50455,A
1-50623-A-15.wav,1,15,water_drops,False,50623,A
1-50625-A-17.wav,1,17,pouring_water,False,50625,A
1-50661-A-44.wav,1,44,engine,False,50661,A
1-50688-A-17.wav,1,17,pouring_water,False,50688,A
1-51035-A-16.wav,1,16,wind,False,51035,A
1-51036-A-16.wav,1,16,wind,False,51036,A
1-51037-A-16.wav,1,16,wind,False,51037,A
1-51147-A-25.wav,1,25,footsteps,False,51147,A
1-51170-A-18.wav,1,18,toilet_flush,False,51170,A
1-51433-A-17.wav,1,17,pouring_water,False,51433,A
1-51436-A-17.wav,1,17,pouring_water,False,51436,A
1-51805-A-33.wav,1,33,door_wood_creaks,False,51805,A
1-52266-A-24.wav,1,24,coughing,False,52266,A
1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A
1-52323-A-24.wav,1,24,coughing,False,52323,A
1-53444-A-28.wav,1,28,snoring,False,53444,A
1-53467-A-47.wav,1,47,airplane,False,53467,A
1-53501-A-32.wav,1,32,keyboard_typing,False,53501,A
1-53663-A-24.wav,1,24,coughing,False,53663,A
1-53670-A-18.wav,1,18,toilet_flush,False,53670,A
1-54065-A-45.wav,1,45,train,False,54065,A
1-54084-A-42.wav,1,42,siren,False,54084,A
1-54505-A-21.wav,1,21,sneezing,True,54505,A
1-54747-A-46.wav,1,46,church_bells,False,54747,A
1-54752-A-18.wav,1,18,toilet_flush,False,54752,A
1-54918-A-14.wav,1,14,chirping_birds,False,54918,A
1-54958-A-10.wav,1,10,rain,True,54958,A
1-56233-A-9.wav,1,9,crow,False,56233,A
1-56234-A-9.wav,1,9,crow,False,56234,A
1-56269-A-18.wav,1,18,toilet_flush,False,56269,A
1-56270-A-29.wav,1,29,drinking_sipping,False,56270,A
1-56311-A-10.wav,1,10,rain,True,56311,A
1-56380-A-5.wav,1,5,cat,False,56380,A
1-56907-A-46.wav,1,46,church_bells,False,56907,A
1-57163-A-38.wav,1,38,clock_tick,True,57163,A
1-57316-A-13.wav,1,13,crickets,False,57316,A
1-57318-A-13.wav,1,13,crickets,False,57318,A
1-57795-A-8.wav,1,8,sheep,False,57795,A
1-58277-A-3.wav,1,3,cow,False,58277,A
1-58792-A-24.wav,1,24,coughing,False,58792,A
1-58846-A-34.wav,1,34,can_opening,False,58846,A
1-58923-A-27.wav,1,27,brushing_teeth,False,58923,A
1-59102-A-13.wav,1,13,crickets,False,59102,A
1-59324-A-21.wav,1,21,sneezing,True,59324,A
1-59513-A-0.wav,1,0,dog,True,59513,A
1-5996-A-6.wav,1,6,hen,False,5996,A
1-60460-A-36.wav,1,36,vacuum_cleaner,False,60460,A
1-60676-A-34.wav,1,34,can_opening,False,60676,A
1-60997-A-20.wav,1,20,crying_baby,True,60997,A
1-61212-A-32.wav,1,32,keyboard_typing,False,61212,A
1-61221-A-17.wav,1,17,pouring_water,False,61221,A
1-61252-A-11.wav,1,11,sea_waves,True,61252,A
1-61261-A-44.wav,1,44,engine,False,61261,A
1-61534-A-27.wav,1,27,brushing_teeth,False,61534,A
1-62509-A-45.wav,1,45,train,False,62509,A
1-62565-A-44.wav,1,44,engine,False,62565,A
1-62594-A-32.wav,1,32,keyboard_typing,False,62594,A
1-62849-A-38.wav,1,38,clock_tick,True,62849,A
1-62850-A-38.wav,1,38,clock_tick,True,62850,A
1-63679-A-24.wav,1,24,coughing,False,63679,A
1-63871-A-10.wav,1,10,rain,True,63871,A
1-64398-A-41.wav,1,41,chainsaw,True,64398,A
1-64473-A-45.wav,1,45,train,False,64473,A
1-65483-A-13.wav,1,13,crickets,False,65483,A
1-67033-A-37.wav,1,37,clock_alarm,False,67033,A
1-67152-A-17.wav,1,17,pouring_water,False,67152,A
1-67230-A-29.wav,1,29,drinking_sipping,False,67230,A
1-67432-A-27.wav,1,27,brushing_teeth,False,67432,A
1-68628-A-27.wav,1,27,brushing_teeth,False,68628,A
1-68670-A-34.wav,1,34,can_opening,False,68670,A
1-68734-A-34.wav,1,34,can_opening,False,68734,A
1-69165-A-34.wav,1,34,can_opening,False,69165,A
1-69422-A-3.wav,1,3,cow,False,69422,A
1-69641-A-3.wav,1,3,cow,False,69641,A
1-69760-A-16.wav,1,16,wind,False,69760,A
1-70300-A-45.wav,1,45,train,False,70300,A
1-7057-A-12.wav,1,12,crackling_fire,True,7057,A
1-71030-A-6.wav,1,6,hen,False,71030,A
1-72195-A-37.wav,1,37,clock_alarm,False,72195,A
1-72229-A-6.wav,1,6,hen,False,72229,A
1-72695-A-26.wav,1,26,laughing,False,72695,A
1-73123-A-26.wav,1,26,laughing,False,73123,A
1-73585-A-7.wav,1,7,insects,False,73585,A
1-74517-A-37.wav,1,37,clock_alarm,False,74517,A
1-7456-A-13.wav,1,13,crickets,False,7456,A
1-75162-A-9.wav,1,9,crow,False,75162,A
1-75189-A-7.wav,1,7,insects,False,75189,A
1-75190-A-8.wav,1,8,sheep,False,75190,A
1-76831-A-42.wav,1,42,siren,False,76831,A
1-77160-A-3.wav,1,3,cow,False,77160,A
1-77241-A-3.wav,1,3,cow,False,77241,A
1-79113-A-5.wav,1,5,cat,False,79113,A
1-79146-A-29.wav,1,29,drinking_sipping,False,79146,A
1-79220-A-17.wav,1,17,pouring_water,False,79220,A
1-79236-A-36.wav,1,36,vacuum_cleaner,False,79236,A
1-79711-A-32.wav,1,32,keyboard_typing,False,79711,A
1-7973-A-7.wav,1,7,insects,False,7973,A
1-7974-A-49.wav,1,49,hand_saw,False,7974,A
1-80785-A-7.wav,1,7,insects,False,80785,A
1-80840-A-13.wav,1,13,crickets,False,80840,A
1-80841-A-13.wav,1,13,crickets,False,80841,A
1-81001-A-30.wav,1,30,door_wood_knock,False,81001,A
1-81269-A-3.wav,1,3,cow,False,81269,A
1-81851-A-31.wav,1,31,mouse_click,False,81851,A
1-81883-A-21.wav,1,21,sneezing,True,81883,A
1-82817-A-30.wav,1,30,door_wood_knock,False,82817,A
1-84393-A-32.wav,1,32,keyboard_typing,False,84393,A
1-84536-A-39.wav,1,39,glass_breaking,False,84536,A
1-84704-A-39.wav,1,39,glass_breaking,False,84704,A
1-84705-A-39.wav,1,39,glass_breaking,False,84705,A
1-85123-A-31.wav,1,31,mouse_click,False,85123,A
1-85168-A-39.wav,1,39,glass_breaking,False,85168,A
1-85184-A-39.wav,1,39,glass_breaking,False,85184,A
1-85362-A-0.wav,1,0,dog,True,85362,A
1-85909-A-29.wav,1,29,drinking_sipping,False,85909,A
1-87565-A-29.wav,1,29,drinking_sipping,False,87565,A
1-88409-A-45.wav,1,45,train,False,88409,A
1-88574-A-8.wav,1,8,sheep,False,88574,A
1-88807-A-39.wav,1,39,glass_breaking,False,88807,A
1-90797-A-15.wav,1,15,water_drops,False,90797,A
1-91359-A-11.wav,1,11,sea_waves,True,91359,A
1-94036-A-22.wav,1,22,clapping,False,94036,A
1-94231-A-32.wav,1,32,keyboard_typing,False,94231,A
1-95563-A-31.wav,1,31,mouse_click,False,95563,A
1-96890-A-37.wav,1,37,clock_alarm,False,96890,A
1-96950-A-9.wav,1,9,crow,False,96950,A
1-97392-A-0.wav,1,0,dog,True,97392,A
1-977-A-39.wav,1,39,glass_breaking,False,977,A
1-97793-A-31.wav,1,31,mouse_click,False,97793,A
1-9841-A-13.wav,1,13,crickets,False,9841,A
1-9886-A-49.wav,1,49,hand_saw,False,9886,A
1-9887-A-49.wav,1,49,hand_saw,False,9887,A
1-99958-A-31.wav,1,31,mouse_click,False,99958,A
2-100648-A-43.wav,2,43,car_horn,False,100648,A
2-100786-A-1.wav,2,1,rooster,True,100786,A
2-101676-A-10.wav,2,10,rain,True,101676,A
2-102414-A-17.wav,2,17,pouring_water,False,102414,A
2-102435-A-37.wav,2,37,clock_alarm,False,102435,A
2-102567-A-35.wav,2,35,washing_machine,False,102567,A
2-102568-A-35.wav,2,35,washing_machine,False,102568,A
2-102581-A-29.wav,2,29,drinking_sipping,False,102581,A
2-102852-A-11.wav,2,11,sea_waves,True,102852,A
2-103423-A-3.wav,2,3,cow,False,103423,A
2-103424-A-3.wav,2,3,cow,False,103424,A
2-103426-A-3.wav,2,3,cow,False,103426,A
2-103427-A-3.wav,2,3,cow,False,103427,A
2-103428-A-3.wav,2,3,cow,False,103428,A
2-104105-A-19.wav,2,19,thunderstorm,False,104105,A
2-104168-A-32.wav,2,32,keyboard_typing,False,104168,A
2-104475-A-37.wav,2,37,clock_alarm,False,104475,A
2-104476-A-37.wav,2,37,clock_alarm,False,104476,A
2-104877-A-3.wav,2,3,cow,False,104877,A
2-104952-A-16.wav,2,16,wind,False,104952,A
2-105270-A-47.wav,2,47,airplane,False,105270,A
2-106014-A-44.wav,2,44,engine,False,106014,A
2-106015-A-44.wav,2,44,engine,False,106015,A
2-106019-A-13.wav,2,13,crickets,False,106019,A
2-106072-A-36.wav,2,36,vacuum_cleaner,False,106072,A
2-106073-A-36.wav,2,36,vacuum_cleaner,False,106073,A
2-106486-A-44.wav,2,44,engine,False,106486,A
2-106487-A-44.wav,2,44,engine,False,106487,A
2-106849-A-47.wav,2,47,airplane,False,106849,A
2-106881-A-39.wav,2,39,glass_breaking,False,106881,A
2-107228-A-44.wav,2,44,engine,False,107228,A
2-107351-A-20.wav,2,20,crying_baby,True,107351,A
2-108017-A-24.wav,2,24,coughing,False,108017,A
2-108760-A-14.wav,2,14,chirping_birds,False,108760,A
2-108761-A-14.wav,2,14,chirping_birds,False,108761,A
2-108763-A-9.wav,2,9,crow,False,108763,A
2-108766-A-9.wav,2,9,crow,False,108766,A
2-108767-A-9.wav,2,9,crow,False,108767,A
2-109231-A-9.wav,2,9,crow,False,109231,A
2-109316-A-32.wav,2,32,keyboard_typing,False,109316,A
2-109371-A-16.wav,2,16,wind,False,109371,A
2-109374-A-16.wav,2,16,wind,False,109374,A
2-109505-A-21.wav,2,21,sneezing,True,109505,A
2-109759-A-26.wav,2,26,laughing,False,109759,A
2-110010-A-5.wav,2,5,cat,False,110010,A
2-110011-A-5.wav,2,5,cat,False,110011,A
2-110417-A-28.wav,2,28,snoring,False,110417,A
2-110613-A-13.wav,2,13,crickets,False,110613,A
2-110614-A-8.wav,2,8,sheep,False,110614,A
2-112213-A-39.wav,2,39,glass_breaking,False,112213,A
2-114254-A-30.wav,2,30,door_wood_knock,False,114254,A
2-114280-A-0.wav,2,0,dog,True,114280,A
2-114587-A-0.wav,2,0,dog,True,114587,A
2-114609-A-28.wav,2,28,snoring,False,114609,A
2-116400-A-0.wav,2,0,dog,True,116400,A
2-117116-A-37.wav,2,37,clock_alarm,False,117116,A
2-117271-A-0.wav,2,0,dog,True,117271,A
2-117330-A-28.wav,2,28,snoring,False,117330,A
2-117615-A-48.wav,2,48,fireworks,False,117615,A
2-117616-A-48.wav,2,48,fireworks,False,117616,A
2-117617-A-48.wav,2,48,fireworks,False,117617,A
2-117625-A-10.wav,2,10,rain,True,117625,A
2-117795-A-3.wav,2,3,cow,False,117795,A
2-118072-A-0.wav,2,0,dog,True,118072,A
2-118104-A-21.wav,2,21,sneezing,True,118104,A
2-118459-A-32.wav,2,32,keyboard_typing,False,118459,A
2-118624-A-30.wav,2,30,door_wood_knock,False,118624,A
2-118625-A-30.wav,2,30,door_wood_knock,False,118625,A
2-118817-A-32.wav,2,32,keyboard_typing,False,118817,A
2-118964-A-0.wav,2,0,dog,True,118964,A
2-119102-A-21.wav,2,21,sneezing,True,119102,A
2-119139-A-31.wav,2,31,mouse_click,False,119139,A
2-119161-A-8.wav,2,8,sheep,False,119161,A
2-119748-A-38.wav,2,38,clock_tick,True,119748,A
2-120218-A-30.wav,2,30,door_wood_knock,False,120218,A
2-120333-A-32.wav,2,32,keyboard_typing,False,120333,A
2-120586-A-6.wav,2,6,hen,False,120586,A
2-120587-A-6.wav,2,6,hen,False,120587,A
